# common-definitions.url: git@github.com:IAMconsortium/common-definitions
# common-definitions.commit_hash: 7e32405ade790677a6022ff498395bff00d9792d
# common-definitions.commit_timestamp: 2025-10-20 10:42:13
variable,description,unit,tier,Internal_variable,Status,comments.answers,navigate,engage,notes,lower_bound,note,range,region.aggregation,check.aggregate,skip.region.aggregation,sdg,weight,min,components,shape,agmip,ngfs5
Final Energy|Transportation|Passenger|Heat,Final energy consumption by the passenger transportation sector excluding international aviation and shipping of centralized heat,EJ/yr,2,fe_sector_clean,done,,,,,,,,,,,,,,,,,
Final Energy|Transportation|Passenger|Heat|Biomass,"Final energy consumption by the passenger transportation sector excluding international aviation and shipping of centralized heat from biomass, including biogas",EJ/yr,3,,,,,,,,,,,,,,,,,,,
Final Energy|Transportation|Passenger|Heat|Coal,Final energy consumption by the passenger transportation sector excluding international aviation and shipping of centralized heat from coal,EJ/yr,3,,,,,,,,,,,,,,,,,,,
Final Energy|Transportation|Passenger|Heat|Electricity,Final energy consumption by the passenger transportation sector excluding international aviation and shipping of centralized heat from electricity,EJ/yr,3,,,,,,,,,,,,,,,,,,,
Final Energy|Transportation|Passenger|Heat|Fossil,"Final energy consumption by the passenger transportation sector excluding international aviation and shipping of centralized heat from fossil fuels including natural gas, oil and coal",EJ/yr,3,,,,,,,,,,,,,,,,,,,
Final Energy|Transportation|Passenger|Heat|Gas,Final energy consumption by the passenger transportation sector excluding international aviation and shipping of centralized heat from fossil methane ('natural gas'),EJ/yr,3,,,,,,,,,,,,,,,,,,,
Final Energy|Transportation|Passenger|Heat|Geothermal,Final energy consumption by the passenger transportation sector excluding international aviation and shipping of centralized heat from geothermal energy excluding ground-source heat pumps,EJ/yr,3,,,,,,,,,,,,,,,,,,,
Final Energy|Transportation|Passenger|Heat|Hydrogen,Final energy consumption by the passenger transportation sector excluding international aviation and shipping of centralized heat from hydrogen,EJ/yr,3,,,,,,,,,,,,,,,,,,,
Final Energy|Transportation|Passenger|Heat|Nuclear,Final energy consumption by the passenger transportation sector excluding international aviation and shipping of centralized heat from nuclear energy,EJ/yr,3,,,,,,,,,,,,,,,,,,,
Final Energy|Transportation|Passenger|Heat|Oil,Final energy consumption by the passenger transportation sector excluding international aviation and shipping of centralized heat from refined crude oil,EJ/yr,3,,,,,,,,,,,,,,,,,,,
Final Energy|Transportation|Passenger|Heat|Other,Final energy consumption by the passenger transportation sector excluding international aviation and shipping of centralized heat from sources that do not fit any other category,EJ/yr,3,,,,,,,,,,,,,,,,,,,
Final Energy|Transportation|Passenger|Heat|Solar,Final energy consumption by the passenger transportation sector excluding international aviation and shipping of centralized heat from solar energy,EJ/yr,3,,,,,,,,,,,,,,,,,,,
Final Energy|Transportation|Passenger|Hydrogen,Final energy consumption by the passenger transportation sector excluding international aviation and shipping of hydrogen,EJ/yr,2,fe_sector_clean,done,,,,,,,,,,,,,,,,,
Final Energy|Transportation|Passenger|Hydrogen|Biomass,Final energy consumption by the passenger transportation sector excluding international aviation and shipping of hydrogen generated from biomass,EJ/yr,3,,,,,,,,,,,,,,,,,,,
Final Energy|Transportation|Passenger|Hydrogen|Coal,Final energy consumption by the passenger transportation sector excluding international aviation and shipping of hydrogen from coal,EJ/yr,3,,,,,,,,,,,,,,,,,,,
Final Energy|Transportation|Passenger|Hydrogen|Electricity,Final energy consumption by the passenger transportation sector excluding international aviation and shipping of hydrogen from electrolysis,EJ/yr,3,,,,,,,,,,,,,,,,,,,
Final Energy|Transportation|Passenger|Hydrogen|Fossil,"Final energy consumption by the passenger transportation sector excluding international aviation and shipping of hydrogen from fossil fuels including natural gas, oil and coal",EJ/yr,3,,,,,,,,,,,,,,,,,,,
Final Energy|Transportation|Passenger|Hydrogen|Gas,Final energy consumption by the passenger transportation sector excluding international aviation and shipping of hydrogen from fossil methane ('natural gas'),EJ/yr,3,,,,,,,,,,,,,,,,,,,
Final Energy|Transportation|Passenger|Hydrogen|Nuclear,Final energy consumption by the passenger transportation sector excluding international aviation and shipping of hydrogen from nuclear energy (e.g. thermochemical water splitting with nuclear heat),EJ/yr,3,,,,,,,,,,,,,,,,,,,
Final Energy|Transportation|Passenger|Hydrogen|Oil,Final energy consumption by the passenger transportation sector excluding international aviation and shipping of hydrogen from refined crude oil,EJ/yr,3,,,,,,,,,,,,,,,,,,,
Final Energy|Transportation|Passenger|Hydrogen|Other,Final energy consumption by the passenger transportation sector excluding international aviation and shipping of hydrogen from other sources,EJ/yr,3,,,,,,,,,,,,,,,,,,,
Final Energy|Transportation|Passenger|Hydrogen|Solar,Final energy consumption by the passenger transportation sector excluding international aviation and shipping of hydrogen from solar energy (e.g. thermochemical water splitting with solar heat),EJ/yr,3,,,,,,,,,,,,,,,,,,,
Final Energy|Transportation|Passenger|Liquids,"Final energy consumption by the passenger transportation sector excluding international aviation and shipping of refined liquid fuels including oil products, fuels from gas and coal, synthetic fuels and biofuels",EJ/yr,2,fe_sector_clean,done,,,,,,,,,,,,,,,,,
Final Energy|Transportation|Passenger|Liquids|Biomass,Final energy consumption by the passenger transportation sector excluding international aviation and shipping of liquid fuels from biomass,EJ/yr,3,,,,,,,,,,,,,,,,,,,
Final Energy|Transportation|Passenger|Liquids|Coal,Final energy consumption by the passenger transportation sector excluding international aviation and shipping of liquid fuels from coal,EJ/yr,3,,,,,,,,,,,,,,,,,,,
Final Energy|Transportation|Passenger|Liquids|Electricity,"Final energy consumption by the passenger transportation sector excluding international aviation and shipping of liquid synthetic fuels from electricity, i.e., e-fuels (if hydrogen is not explicitly modeled as an intermediate product)",EJ/yr,3,,,,,,,,,,,,,,,,,,,
Final Energy|Transportation|Passenger|Liquids|Fossil,"Final energy consumption by the passenger transportation sector excluding international aviation and shipping of liquid fuels from fossil fuels including coal, natural gas and conventional/unconventional oil",EJ/yr,3,,,,,,,,,,,,,,,,,,,
Final Energy|Transportation|Passenger|Liquids|Gas,Final energy consumption by the passenger transportation sector excluding international aviation and shipping of liquid fuels from fossil methane ('natural gas'),EJ/yr,3,,,,,,,,,,,,,,,,,,,
Final Energy|Transportation|Passenger|Liquids|Hydrogen,Final energy consumption by the passenger transportation sector excluding international aviation and shipping of liquid fuels from hydrogen (if hydrogen is explicitly modeled as a commodity and not an implicit intermediate product of the transformation technologies),EJ/yr,3,,,,,,,,,,,,,,,,,,,
Final Energy|Transportation|Passenger|Liquids|Oil,Final energy consumption by the passenger transportation sector excluding international aviation and shipping of liquid fuels from refined crude oil,EJ/yr,3,,,,,,,,,,,,,,,,,,,
Final Energy|Transportation|Passenger|Liquids|Other,Final energy consumption by the passenger transportation sector excluding international aviation and shipping of sources that do not fit any other category,EJ/yr,3,,,,,,,,,,,,,,,,,,,
Final Energy|Transportation|Passenger|Other,Final energy consumption by the passenger transportation sector excluding international aviation and shipping of other energy sources,EJ/yr,3,fe_sector_clean,done,,,,,,,,,,,,,,,,,
Final Energy|Transportation|Passenger|Solids,"Final energy consumption by the passenger transportation sector excluding international aviation and shipping of solid energy carriers, including coal, briquettes, coke, and wood pellets",EJ/yr,2,fe_sector_clean,done,,,,,,,,,,,,,,,,,
Final Energy|Transportation|Passenger|Solids|Biomass,"Final energy consumption by the passenger transportation sector excluding international aviation and shipping of solid biomass (e.g., commercial charcoal, wood chips, wood pellets)",EJ/yr,3,fe_sector_clean,done,,,,,,,,,,,,,,,,,
Final Energy|Transportation|Passenger|Solids|Coal,"Final energy consumption by the passenger transportation sector excluding international aviation and shipping of coal, lignite, and derived products (e.g., coke, briquettes)",EJ/yr,3,fe_sector_clean,done,,,,,,,,,,,,,,,,,
Final Energy|Transportation|Rail,Final energy consumption by the rail transportation sector,EJ/yr,2,fe_sector_clean,done,,,,,,,,,,,,,,,,,
Final Energy|Transportation|Rail|Electricity,Final energy consumption by the rail transportation sector of electricity,EJ/yr,2,fe_sector_clean,done,,,,,,,,,,,,,,,,,
Final Energy|Transportation|Rail|Gases,"Final energy consumption by the rail transportation sector of gaseous fuels including natural gas and biogas, not including hydrogen",EJ/yr,2,fe_sector_clean,done,,,,,,,,,,,,,,,,,
Final Energy|Transportation|Rail|Gases|Biomass,"Final energy consumption by the rail transportation sector of gaseous fuels from biogenic sources, mainly biogas",EJ/yr,3,,,,,,,,,,,,,,,,,,,
Final Energy|Transportation|Rail|Gases|Coal,Final energy consumption by the rail transportation sector of gaseous fuels from fossil coal gasification,EJ/yr,3,,,,,,,,,,,,,,,,,,,
Final Energy|Transportation|Rail|Gases|Electricity,"Final energy consumption by the rail transportation sector of gas from electricity i.e., 'power-to-gas' (if hydrogen is not explicitly modeled as an intermediate product)",EJ/yr,3,,,,,,,,,,,,,,,,,,,
Final Energy|Transportation|Rail|Gases|Fossil,Final energy consumption by the rail transportation sector of gaseous fuels from fossil fuels including natural gas and coal,EJ/yr,3,,,,,,,,,,,,,,,,,,,
Final Energy|Transportation|Rail|Gases|Gas,Final energy consumption by the rail transportation sector of fossil methane ('natural gas'),EJ/yr,3,,,,,,,,,,,,,,,,,,,
Final Energy|Transportation|Rail|Gases|Hydrogen,Final energy consumption by the rail transportation sector of gaseous fuels from hydrogen (if hydrogen is explicitly modeled as a commodity and not an implicit intermediate product of the transformation technologies),EJ/yr,3,,,,,,,,,,,,,,,,,,,
Final Energy|Transportation|Rail|Gases|Other,Final energy consumption by the rail transportation sector of gaseous fuels from sources that do not fit any other category,EJ/yr,3,,,,,,,,,,,,,,,,,,,
Final Energy|Transportation|Rail|Heat,Final energy consumption by the rail transportation sector of centralized heat,EJ/yr,2,fe_sector_clean,done,,,,,,,,,,,,,,,,,
Final Energy|Transportation|Rail|Heat|Biomass,"Final energy consumption by the rail transportation sector of centralized heat from biomass, including biogas",EJ/yr,3,,,,,,,,,,,,,,,,,,,
Final Energy|Transportation|Rail|Heat|Coal,Final energy consumption by the rail transportation sector of centralized heat from coal,EJ/yr,3,,,,,,,,,,,,,,,,,,,
Final Energy|Transportation|Rail|Heat|Electricity,Final energy consumption by the rail transportation sector of centralized heat from electricity,EJ/yr,3,,,,,,,,,,,,,,,,,,,
Final Energy|Transportation|Rail|Heat|Fossil,"Final energy consumption by the rail transportation sector of centralized heat from fossil fuels including natural gas, oil and coal",EJ/yr,3,,,,,,,,,,,,,,,,,,,
Final Energy|Transportation|Rail|Heat|Gas,Final energy consumption by the rail transportation sector of centralized heat from fossil methane ('natural gas'),EJ/yr,3,,,,,,,,,,,,,,,,,,,
Final Energy|Transportation|Rail|Heat|Geothermal,Final energy consumption by the rail transportation sector of centralized heat from geothermal energy excluding ground-source heat pumps,EJ/yr,3,,,,,,,,,,,,,,,,,,,
Final Energy|Transportation|Rail|Heat|Hydrogen,Final energy consumption by the rail transportation sector of centralized heat from hydrogen,EJ/yr,3,,,,,,,,,,,,,,,,,,,
Final Energy|Transportation|Rail|Heat|Nuclear,Final energy consumption by the rail transportation sector of centralized heat from nuclear energy,EJ/yr,3,,,,,,,,,,,,,,,,,,,
Final Energy|Transportation|Rail|Heat|Oil,Final energy consumption by the rail transportation sector of centralized heat from refined crude oil,EJ/yr,3,,,,,,,,,,,,,,,,,,,
Final Energy|Transportation|Rail|Heat|Other,Final energy consumption by the rail transportation sector of centralized heat from sources that do not fit any other category,EJ/yr,3,,,,,,,,,,,,,,,,,,,
Final Energy|Transportation|Rail|Heat|Solar,Final energy consumption by the rail transportation sector of centralized heat from solar energy,EJ/yr,3,,,,,,,,,,,,,,,,,,,
Final Energy|Transportation|Rail|Hydrogen,Final energy consumption by the rail transportation sector of hydrogen,EJ/yr,2,fe_sector_clean,done,,,,,,,,,,,,,,,,,
Final Energy|Transportation|Rail|Hydrogen|Biomass,Final energy consumption by the rail transportation sector of hydrogen generated from biomass,EJ/yr,3,,,,,,,,,,,,,,,,,,,
Final Energy|Transportation|Rail|Hydrogen|Coal,Final energy consumption by the rail transportation sector of hydrogen from coal,EJ/yr,3,,,,,,,,,,,,,,,,,,,
Final Energy|Transportation|Rail|Hydrogen|Electricity,Final energy consumption by the rail transportation sector of hydrogen from electrolysis,EJ/yr,3,,,,,,,,,,,,,,,,,,,
